Qaz321!@,Account,Status
11/11/2022 11:49:13,Pinky_MALAYSIA24,Group Joiner - 'Pinky_MALAYSIA24' - Executing using 'https://www.facebook.com/groups/478072124277063'
11/11/2022 11:49:13,Pinky_MALAYSIA34,Comment&Like - 'Pinky_MALAYSIA34' - Liking by using https://www.facebook.com/groups/837593584260802/
11/11/2022 11:49:39,Pinky_MALAYSIA64,Group Joiner - Pinky_MALAYSIA64 - Finished operation
11/11/2022 11:49:41,Pinky_MALAYSIA28,Comment&Like - 'Pinky_MALAYSIA28' - Liking by using https://www.facebook.com/groups/492319909620920
11/11/2022 11:49:41,Pinky_MALAYSIA50,Comment&Like - Pinky_MALAYSIA50 - Finished operation
11/11/2022 11:49:41,Pinky_MALAYSIA29,Group Joiner - 'Pinky_MALAYSIA29' - Executing using 'https://www.facebook.com/groups/478072124277063'
11/11/2022 11:50:22,Pinky_MALAYSIA24,Group Joiner - Pinky_MALAYSIA24 - Finished operation
11/11/2022 11:50:23,Pinky_MALAYSIA50,Group Joiner - 'Pinky_MALAYSIA50' - Executing using 'https://www.facebook.com/groups/513992560177139'
11/11/2022 11:50:29,Pinky_MALAYSIA29,Group Joiner - Pinky_MALAYSIA29 - Finished operation
11/11/2022 11:50:29,Pinky_MALAYSIA27,Comment&Like - Pinky_MALAYSIA27 - Finished operation
11/11/2022 11:50:29,Pinky_MALAYSIA34,Comment&Like - Pinky_MALAYSIA34 - Finished operation
11/11/2022 11:50:29,Pinky_MALAYSIA13,Group Joiner - 'Pinky_MALAYSIA13' - Executing using 'https://www.facebook.com/groups/513992560177139'
11/11/2022 11:50:29,Pinky_MALAYSIA46,Comment&Like - 'Pinky_MALAYSIA46' - Liking by using https://www.facebook.com/groups/3298767307028463
11/11/2022 11:50:29,Pinky_MALAYSIA48,Group Joiner - 'Pinky_MALAYSIA48' - Executing using 'https://www.facebook.com/groups/416063824057495'
11/11/2022 11:51:12,Pinky_MALAYSIA28,Comment&Like - Pinky_MALAYSIA28 - Finished operation
11/11/2022 11:51:15,Pinky_MALAYSIA17,Comment&Like - 'Pinky_MALAYSIA17' - Liking by using https://www.facebook.com/groups/619487189661079/
11/11/2022 11:51:30,Pinky_MALAYSIA50,Group Joiner - Pinky_MALAYSIA50 - Finished operation
11/11/2022 11:51:33,Pinky_MALAYSIA40,Group Joiner - 'Pinky_MALAYSIA40' - Executing using 'https://www.facebook.com/groups/619487189661079'
11/11/2022 11:51:38,Pinky_MALAYSIA13,Group Joiner - Pinky_MALAYSIA13 - Finished operation
11/11/2022 11:51:38,Pinky_MALAYSIA48,Group Joiner - Pinky_MALAYSIA48 - Finished operation
11/11/2022 11:51:39,Pinky_MALAYSIA2,Comment&Like - 'Pinky_MALAYSIA2' - Liking by using https://www.facebook.com/groups/605843741270804
11/11/2022 11:51:39,Pinky_MALAYSIA38,Comment&Like - 'Pinky_MALAYSIA38' - Liking by using https://www.facebook.com/groups/416063824057495
11/11/2022 11:51:58,Pinky_MALAYSIA46,Comment&Like - Pinky_MALAYSIA46 - Finished operation
11/11/2022 11:52:00,Pinky_MALAYSIA50,Comment&Like - 'Pinky_MALAYSIA50' - Liking by using https://www.facebook.com/groups/605843741270804
11/11/2022 11:52:08,Pinky_MALAYSIA40,Group Joiner - Error executing for the 'Pinky_MALAYSIA40' account. : code  202  - .jewelButton not present => incorrect Facebook page. URL: https://www.facebook.com/groups/619487189661079
11/11/2022 11:52:09,Pinky_MALAYSIA62,Comment&Like - 'Pinky_MALAYSIA62' - Liking by using https://www.facebook.com/groups/1431949353999966
11/11/2022 11:52:27,Pinky_MALAYSIA17,Comment&Like - Error executing for the 'Pinky_MALAYSIA17' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/619487189661079/
11/11/2022 11:52:27,Pinky_MALAYSIA14,Comment&Like - 'Pinky_MALAYSIA14' - Liking by using https://www.facebook.com/groups/478072124277063/
11/11/2022 11:53:03,Pinky_MALAYSIA38,Comment&Like - Pinky_MALAYSIA38 - Finished operation
11/11/2022 11:53:04,Pinky_MALAYSIA2,Comment&Like - Pinky_MALAYSIA2 - Finished operation
11/11/2022 11:53:07,Pinky_MALAYSIA18,Comment&Like - 'Pinky_MALAYSIA18' - Liking by using https://www.facebook.com/groups/449196020632208/
11/11/2022 11:53:28,Pinky_MALAYSIA50,Comment&Like - Pinky_MALAYSIA50 - Finished operation
11/11/2022 11:53:28,Pinky_MALAYSIA19,Comment&Like - 'Pinky_MALAYSIA19' - Liking by using https://www.facebook.com/groups/553820536427516/
11/11/2022 11:53:35,Pinky_MALAYSIA62,Comment&Like - Pinky_MALAYSIA62 - Finished operation
11/11/2022 11:53:37,Pinky_MALAYSIA24,Comment&Like - 'Pinky_MALAYSIA24' - Liking by using https://www.facebook.com/groups/416063824057495
11/11/2022 11:53:58,Pinky_MALAYSIA14,Comment&Like - Pinky_MALAYSIA14 - Finished operation
11/11/2022 11:53:58,Pinky_MALAYSIA9,Comment&Like - 'Pinky_MALAYSIA9' - Liking by using https://www.facebook.com/groups/449196020632208/
11/11/2022 11:54:02,Pinky_MALAYSIA19,Comment&Like - Error executing for the 'Pinky_MALAYSIA19' account. : code  202  - .jewelButton not present => incorrect Facebook page. URL: https://www.facebook.com/groups/553820536427516/
11/11/2022 11:54:04,Pinky_MALAYSIA43,Comment&Like - 'Pinky_MALAYSIA43' - Liking by using https://www.facebook.com/groups/1487781145028710
11/11/2022 11:54:13,Pinky_MALAYSIA18,Comment&Like - Pinky_MALAYSIA18 - Finished operation
11/11/2022 11:54:13,Pinky_MALAYSIA44,Comment&Like - 'Pinky_MALAYSIA44' - Liking by using https://www.facebook.com/groups/1487781145028710
11/11/2022 11:54:18,Pinky_MALAYSIA13,Comment&Like - Error executing for the 'Pinky_MALAYSIA13' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/471878828235426
11/11/2022 11:55:03,Pinky_MALAYSIA9,Comment&Like - Pinky_MALAYSIA9 - Finished operation
11/11/2022 11:55:03,Pinky_MALAYSIA24,Comment&Like - Pinky_MALAYSIA24 - Finished operation
11/11/2022 11:55:05,Pinky_MALAYSIA67,Comment&Like - 'Pinky_MALAYSIA67' - Liking by using https://www.facebook.com/groups/5106606936106939/
11/11/2022 11:55:05,Pinky_MALAYSIA38,Group Joiner - 'Pinky_MALAYSIA38' - Executing using 'https://www.facebook.com/groups/605843741270804'
11/11/2022 11:55:31,Pinky_MALAYSIA43,Comment&Like - Pinky_MALAYSIA43 - Finished operation
11/11/2022 11:55:33,Pinky_MALAYSIA15,Group Joiner - 'Pinky_MALAYSIA15' - Executing using 'https://www.facebook.com/groups/478072124277063'
11/11/2022 11:55:36,Pinky_MALAYSIA8,Comment&Like - Error executing for the 'Pinky_MALAYSIA8' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/534733661727844
11/11/2022 11:55:39,Pinky_MALAYSIA32,Group Joiner - 'Pinky_MALAYSIA32' - Executing using 'https://www.facebook.com/groups/513992560177139'
11/11/2022 11:55:47,Pinky_MALAYSIA44,Comment&Like - Pinky_MALAYSIA44 - Finished operation
11/11/2022 11:56:13,Pinky_MALAYSIA38,Group Joiner - Pinky_MALAYSIA38 - Finished operation
11/11/2022 11:56:15,Pinky_MALAYSIA60,Group Joiner - 'Pinky_MALAYSIA60' - Executing using 'https://www.facebook.com/groups/478072124277063'
11/11/2022 11:56:16,Pinky_MALAYSIA15,Group Joiner - Pinky_MALAYSIA15 - Finished operation
11/11/2022 11:56:18,Pinky_MALAYSIA56,Comment&Like - 'Pinky_MALAYSIA56' - Liking by using https://www.facebook.com/groups/3344076859208187/
11/11/2022 11:56:24,Pinky_MALAYSIA32,Group Joiner - Pinky_MALAYSIA32 - Finished operation
11/11/2022 11:56:24,Pinky_MALAYSIA61,Group Joiner - 'Pinky_MALAYSIA61' - Executing using 'https://www.facebook.com/groups/513992560177139'
11/11/2022 11:56:30,Pinky_MALAYSIA67,Comment&Like - Pinky_MALAYSIA67 - Finished operation
11/11/2022 11:56:30,Pinky_MALAYSIA54,Comment&Like - 'Pinky_MALAYSIA54' - Liking by using https://www.facebook.com/groups/431887672302308
11/11/2022 11:57:00,Pinky_MALAYSIA17,Comment&Like - Error executing for the 'Pinky_MALAYSIA17' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/5646866088722297/
11/11/2022 11:57:01,Pinky_MALAYSIA4,Comment&Like - 'Pinky_MALAYSIA4' - Liking by using https://www.facebook.com/groups/833087687822674/
11/11/2022 11:57:22,Pinky_MALAYSIA60,Group Joiner - Pinky_MALAYSIA60 - Finished operation
11/11/2022 11:57:22,Pinky_MALAYSIA16,Group Joiner - 'Pinky_MALAYSIA16' - Executing using 'https://www.facebook.com/groups/416063824057495'
11/11/2022 11:57:33,Pinky_MALAYSIA61,Group Joiner - Pinky_MALAYSIA61 - Finished operation
11/11/2022 11:57:34,Pinky_MALAYSIA56,Comment&Like - Pinky_MALAYSIA56 - Finished operation
11/11/2022 11:57:34,Pinky_MALAYSIA40,Comment&Like - 'Pinky_MALAYSIA40' - Liking by using https://www.facebook.com/groups/3344076859208187/
11/11/2022 11:57:34,Pinky_MALAYSIA20,Group Joiner - 'Pinky_MALAYSIA20' - Executing using 'https://www.facebook.com/groups/478072124277063'
11/11/2022 11:57:37,Pinky_MALAYSIA4,Comment&Like - Error executing for the 'Pinky_MALAYSIA4' account. : code  202  - .jewelButton not present => incorrect Facebook page. URL: https://www.facebook.com/groups/833087687822674/
11/11/2022 11:57:56,Pinky_MALAYSIA54,Comment&Like - Pinky_MALAYSIA54 - Finished operation
11/11/2022 11:57:58,Pinky_MALAYSIA15,Comment&Like - 'Pinky_MALAYSIA15' - Liking by using https://www.facebook.com/groups/553820536427516/
11/11/2022 11:58:06,Pinky_MALAYSIA16,Group Joiner - Pinky_MALAYSIA16 - Finished operation
11/11/2022 11:58:07,Pinky_MALAYSIA55,Comment&Like - 'Pinky_MALAYSIA55' - Liking by using https://www.facebook.com/groups/460183919270756/
11/11/2022 11:58:08,Pinky_MALAYSIA40,Comment&Like - Error executing for the 'Pinky_MALAYSIA40' account. : code  202  - .jewelButton not present => incorrect Facebook page. URL: https://www.facebook.com/groups/3344076859208187/
11/11/2022 11:58:45,Pinky_MALAYSIA20,Group Joiner - Pinky_MALAYSIA20 - Finished operation
11/11/2022 11:58:47,Pinky_MALAYSIA35,Group Joiner - 'Pinky_MALAYSIA35' - Executing using 'https://www.facebook.com/groups/478072124277063'
11/11/2022 11:58:57,Pinky_MALAYSIA30,Comment&Like - Error executing for the 'Pinky_MALAYSIA30' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/534733661727844
11/11/2022 11:58:59,Pinky_MALAYSIA21,Comment&Like - 'Pinky_MALAYSIA21' - Liking by using https://www.facebook.com/groups/669531141125476
11/11/2022 11:59:21,Pinky_MALAYSIA17,Comment&Like - Error executing for the 'Pinky_MALAYSIA17' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/429397949131253/
11/11/2022 11:59:21,Pinky_MALAYSIA15,Comment&Like - Pinky_MALAYSIA15 - Finished operation
11/11/2022 11:59:23,Pinky_MALAYSIA57,Comment&Like - 'Pinky_MALAYSIA57' - Liking by using https://www.facebook.com/groups/5480564762061522/
11/11/2022 11:59:32,Pinky_MALAYSIA55,Comment&Like - Pinky_MALAYSIA55 - Finished operation
11/11/2022 11:59:32,Pinky_MALAYSIA52,Group Joiner - 'Pinky_MALAYSIA52' - Executing using 'https://www.facebook.com/groups/416063824057495'
11/11/2022 11:59:35,Pinky_MALAYSIA35,Group Joiner - Pinky_MALAYSIA35 - Finished operation
11/11/2022 11:59:35,Pinky_MALAYSIA42,Comment&Like - 'Pinky_MALAYSIA42' - Liking by using https://www.facebook.com/groups/431887672302308
11/11/2022 12:00:18,Pinky_MALAYSIA21,Comment&Like - Pinky_MALAYSIA21 - Finished operation
11/11/2022 12:00:18,Pinky_MALAYSIA36,Comment&Like - 'Pinky_MALAYSIA36' - Liking by using https://www.facebook.com/groups/431887672302308
11/11/2022 12:00:36,Pinky_MALAYSIA8,Comment&Like - Error executing for the 'Pinky_MALAYSIA8' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/619487189661079/
11/11/2022 12:00:36,Pinky_MALAYSIA19,Group Joiner - 'Pinky_MALAYSIA19' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 12:00:40,Pinky_MALAYSIA52,Group Joiner - Pinky_MALAYSIA52 - Finished operation
11/11/2022 12:00:42,Pinky_MALAYSIA43,Group Joiner - 'Pinky_MALAYSIA43' - Executing using 'https://www.facebook.com/groups/416063824057495'
11/11/2022 12:00:52,Pinky_MALAYSIA57,Comment&Like - Pinky_MALAYSIA57 - Finished operation
11/11/2022 12:00:54,Pinky_MALAYSIA60,Comment&Like - 'Pinky_MALAYSIA60' - Liking by using https://www.facebook.com/groups/651468046494962/
11/11/2022 12:00:57,Pinky_MALAYSIA42,Comment&Like - Pinky_MALAYSIA42 - Finished operation
11/11/2022 12:01:00,Pinky_MALAYSIA51,Comment&Like - 'Pinky_MALAYSIA51' - Liking by using https://www.facebook.com/groups/492319909620920
11/11/2022 12:01:11,Pinky_MALAYSIA19,Group Joiner - Error executing for the 'Pinky_MALAYSIA19' account. : code  202  - .jewelButton not present => incorrect Facebook page. URL: https://www.facebook.com/groups/460183919270756
11/11/2022 12:01:12,Pinky_MALAYSIA35,Comment&Like - 'Pinky_MALAYSIA35' - Liking by using https://www.facebook.com/groups/833087687822674/
11/11/2022 12:01:32,Pinky_MALAYSIA36,Comment&Like - Error executing for the 'Pinky_MALAYSIA36' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/431887672302308
11/11/2022 12:01:48,Pinky_MALAYSIA43,Group Joiner - Pinky_MALAYSIA43 - Finished operation
11/11/2022 12:01:49,Pinky_MALAYSIA26,Group Joiner - 'Pinky_MALAYSIA26' - Executing using 'https://www.facebook.com/groups/605843741270804'
11/11/2022 12:02:18,Pinky_MALAYSIA60,Comment&Like - Pinky_MALAYSIA60 - Finished operation
11/11/2022 12:02:19,Pinky_MALAYSIA67,Comment&Like - 'Pinky_MALAYSIA67' - Liking by using https://www.facebook.com/groups/5480564762061522/
11/11/2022 12:02:22,Pinky_MALAYSIA51,Comment&Like - Pinky_MALAYSIA51 - Finished operation
11/11/2022 12:02:25,Pinky_MALAYSIA68,Comment&Like - 'Pinky_MALAYSIA68' - Liking by using https://www.facebook.com/groups/471878828235426
11/11/2022 12:02:30,Pinky_MALAYSIA26,Group Joiner - Pinky_MALAYSIA26 - Finished operation
11/11/2022 12:02:31,Pinky_MALAYSIA5,Comment&Like - 'Pinky_MALAYSIA5' - Liking by using https://www.facebook.com/groups/5106606936106939/
11/11/2022 12:02:33,Pinky_MALAYSIA35,Comment&Like - Pinky_MALAYSIA35 - Finished operation
11/11/2022 12:02:34,Pinky_MALAYSIA48,Comment&Like - 'Pinky_MALAYSIA48' - Liking by using https://www.facebook.com/groups/708144980707745
11/11/2022 12:02:48,Pinky_MALAYSIA17,Comment&Like - Error executing for the 'Pinky_MALAYSIA17' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/511640393799618/
11/11/2022 12:02:49,Pinky_MALAYSIA12,Group Joiner - 'Pinky_MALAYSIA12' - Executing using 'https://www.facebook.com/groups/478072124277063'
11/11/2022 12:03:46,Pinky_MALAYSIA5,Comment&Like - Error executing for the 'Pinky_MALAYSIA5' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/5106606936106939/
11/11/2022 12:03:47,Pinky_MALAYSIA67,Comment&Like - Pinky_MALAYSIA67 - Finished operation
11/11/2022 12:03:47,Pinky_MALAYSIA45,Group Joiner - 'Pinky_MALAYSIA45' - Executing using 'https://www.facebook.com/groups/478072124277063'
11/11/2022 12:03:47,Pinky_MALAYSIA47,Comment&Like - 'Pinky_MALAYSIA47' - Liking by using https://www.facebook.com/groups/3070737906558681
11/11/2022 12:03:48,Pinky_MALAYSIA68,Comment&Like - Pinky_MALAYSIA68 - Finished operation
11/11/2022 12:03:56,Pinky_MALAYSIA12,Group Joiner - Pinky_MALAYSIA12 - Finished operation
11/11/2022 12:03:56,Pinky_MALAYSIA39,Comment&Like - 'Pinky_MALAYSIA39' - Liking by using https://www.facebook.com/groups/471878828235426
11/11/2022 12:04:01,Pinky_MALAYSIA48,Comment&Like - Pinky_MALAYSIA48 - Finished operation
11/11/2022 12:04:02,Pinky_MALAYSIA46,Group Joiner - 'Pinky_MALAYSIA46' - Executing using 'https://www.facebook.com/groups/605843741270804'
11/11/2022 12:04:55,Pinky_MALAYSIA45,Group Joiner - Pinky_MALAYSIA45 - Finished operation
11/11/2022 12:04:57,Pinky_MALAYSIA67,Group Joiner - 'Pinky_MALAYSIA67' - Executing using 'https://www.facebook.com/groups/478072124277063'
11/11/2022 12:05:03,Pinky_MALAYSIA13,Comment&Like - Error executing for the 'Pinky_MALAYSIA13' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/3344076859208187/
11/11/2022 12:05:06,Pinky_MALAYSIA49,Group Joiner - 'Pinky_MALAYSIA49' - Executing using 'https://www.facebook.com/groups/416063824057495'
11/11/2022 12:05:10,Pinky_MALAYSIA46,Group Joiner - Pinky_MALAYSIA46 - Finished operation
11/11/2022 12:05:12,Pinky_MALAYSIA31,Comment&Like - 'Pinky_MALAYSIA31' - Liking by using https://www.facebook.com/groups/5480564762061522/
11/11/2022 12:05:14,Pinky_MALAYSIA47,Comment&Like - Pinky_MALAYSIA47 - Finished operation
11/11/2022 12:05:15,Pinky_MALAYSIA28,Group Joiner - 'Pinky_MALAYSIA28' - Executing using 'https://www.facebook.com/groups/478072124277063'
11/11/2022 12:05:16,Pinky_MALAYSIA39,Comment&Like - Pinky_MALAYSIA39 - Finished operation
11/11/2022 12:05:18,Pinky_MALAYSIA3,Comment&Like - 'Pinky_MALAYSIA3' - Liking by using https://www.facebook.com/groups/511640393799618/
11/11/2022 12:06:05,Pinky_MALAYSIA67,Group Joiner - Pinky_MALAYSIA67 - Finished operation
11/11/2022 12:06:06,Pinky_MALAYSIA37,Comment&Like - 'Pinky_MALAYSIA37' - Liking by using https://www.facebook.com/groups/511640393799618/
11/11/2022 12:06:12,Pinky_MALAYSIA49,Group Joiner - Pinky_MALAYSIA49 - Finished operation
11/11/2022 12:06:12,Pinky_MALAYSIA39,Group Joiner - 'Pinky_MALAYSIA39' - Executing using 'https://www.facebook.com/groups/605843741270804'
11/11/2022 12:06:20,Pinky_MALAYSIA28,Group Joiner - Pinky_MALAYSIA28 - Finished operation
11/11/2022 12:06:22,Pinky_MALAYSIA55,Group Joiner - 'Pinky_MALAYSIA55' - Executing using 'https://www.facebook.com/groups/416063824057495'
11/11/2022 12:06:38,Pinky_MALAYSIA31,Comment&Like - Pinky_MALAYSIA31 - Finished operation
11/11/2022 12:06:40,Pinky_MALAYSIA32,Comment&Like - 'Pinky_MALAYSIA32' - Liking by using https://www.facebook.com/groups/627810285725361
11/11/2022 12:06:41,Pinky_MALAYSIA3,Comment&Like - Pinky_MALAYSIA3 - Finished operation
11/11/2022 12:06:43,Pinky_MALAYSIA40,Group Joiner - 'Pinky_MALAYSIA40' - Executing using 'https://www.facebook.com/groups/619487189661079'
11/11/2022 12:07:17,Pinky_MALAYSIA40,Group Joiner - Error executing for the 'Pinky_MALAYSIA40' account. : code  202  - .jewelButton not present => incorrect Facebook page. URL: https://www.facebook.com/groups/619487189661079
11/11/2022 12:07:18,Pinky_MALAYSIA39,Group Joiner - Pinky_MALAYSIA39 - Finished operation
11/11/2022 12:07:19,Pinky_MALAYSIA9,Group Joiner - 'Pinky_MALAYSIA9' - Executing using 'https://www.facebook.com/groups/478072124277063'
11/11/2022 12:07:19,Pinky_MALAYSIA49,Comment&Like - 'Pinky_MALAYSIA49' - Liking by using https://www.facebook.com/groups/619487189661079/
11/11/2022 12:07:28,Pinky_MALAYSIA55,Group Joiner - Pinky_MALAYSIA55 - Finished operation
11/11/2022 12:07:28,Pinky_MALAYSIA3,Group Joiner - 'Pinky_MALAYSIA3' - Executing using 'https://www.facebook.com/groups/416063824057495'
11/11/2022 12:07:33,Pinky_MALAYSIA37,Comment&Like - Pinky_MALAYSIA37 - Finished operation
11/11/2022 12:07:34,Pinky_MALAYSIA62,Group Joiner - 'Pinky_MALAYSIA62' - Executing using 'https://www.facebook.com/groups/478072124277063'
11/11/2022 12:08:08,Pinky_MALAYSIA32,Comment&Like - Pinky_MALAYSIA32 - Finished operation
11/11/2022 12:08:08,Pinky_MALAYSIA54,Group Joiner - 'Pinky_MALAYSIA54' - Executing using 'https://www.facebook.com/groups/416063824057495'
11/11/2022 12:08:26,Pinky_MALAYSIA9,Group Joiner - Pinky_MALAYSIA9 - Finished operation
11/11/2022 12:08:26,Pinky_MALAYSIA25,Group Joiner - 'Pinky_MALAYSIA25' - Executing using 'https://www.facebook.com/groups/416063824057495'
11/11/2022 12:08:34,Pinky_MALAYSIA3,Group Joiner - Pinky_MALAYSIA3 - Finished operation
11/11/2022 12:08:35,Pinky_MALAYSIA51,Group Joiner - 'Pinky_MALAYSIA51' - Executing using 'https://www.facebook.com/groups/416063824057495'
11/11/2022 12:08:40,Pinky_MALAYSIA62,Group Joiner - Pinky_MALAYSIA62 - Finished operation
11/11/2022 12:08:41,Pinky_MALAYSIA66,Comment&Like - 'Pinky_MALAYSIA66' - Liking by using https://www.facebook.com/groups/416063824057495
11/11/2022 12:08:42,Pinky_MALAYSIA49,Comment&Like - Pinky_MALAYSIA49 - Finished operation
11/11/2022 12:08:44,Pinky_MALAYSIA1,Group Joiner - 'Pinky_MALAYSIA1' - Executing using 'https://www.facebook.com/groups/416063824057495'
11/11/2022 12:08:55,Pinky_MALAYSIA54,Group Joiner - Pinky_MALAYSIA54 - Finished operation
11/11/2022 12:08:57,Pinky_MALAYSIA20,Comment&Like - 'Pinky_MALAYSIA20' - Liking by using https://www.facebook.com/groups/460183919270756/
11/11/2022 12:09:12,Pinky_MALAYSIA25,Group Joiner - Pinky_MALAYSIA25 - Finished operation
11/11/2022 12:09:12,Pinky_MALAYSIA69,Group Joiner - 'Pinky_MALAYSIA69' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 12:09:44,Pinky_MALAYSIA51,Group Joiner - Pinky_MALAYSIA51 - Finished operation
